sentence_id,word_index,token,clip_path,source_sentence_video,frame_start,frame_end_exclusive,core_frame_start,core_frame_end_exclusive,fps,frame_count
sentence_027,1,you,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_word_segments_50\you\sentence_027_w01_you.mp4,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_videos_50\sentence_027__you_like_dog_good.mp4,0,52,0,51,27.23,52
sentence_027,2,like,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_word_segments_50\like\sentence_027_w02_like.mp4,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_videos_50\sentence_027__you_like_dog_good.mp4,52,113,53,112,27.23,61
sentence_027,3,dog,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_word_segments_50\dog\sentence_027_w03_dog.mp4,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_videos_50\sentence_027__you_like_dog_good.mp4,113,173,114,172,27.23,60
sentence_027,4,good,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_word_segments_50\good\sentence_027_w04_good.mp4,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_videos_50\sentence_027__you_like_dog_good.mp4,173,195,174,195,27.23,22
sentence_028,1,student,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_word_segments_50\student\sentence_028_w01_student.mp4,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_videos_50\sentence_028__student_like_book_good.mp4,0,70,0,69,29.97,70
sentence_028,2,like,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_word_segments_50\like\sentence_028_w02_like.mp4,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_videos_50\sentence_028__student_like_book_good.mp4,70,152,71,151,29.97,82
sentence_028,3,book,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_word_segments_50\book\sentence_028_w03_book.mp4,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_videos_50\sentence_028__student_like_book_good.mp4,152,229,153,228,29.97,77
sentence_028,4,good,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_word_segments_50\good\sentence_028_w04_good.mp4,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_videos_50\sentence_028__student_like_book_good.mp4,229,298,230,298,29.97,69
sentence_029,1,father,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_word_segments_50\father\sentence_029_w01_father.mp4,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_videos_50\sentence_029__father_like_car_good.mp4,0,86,0,85,29.99,86
sentence_029,2,like,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_word_segments_50\like\sentence_029_w02_like.mp4,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_videos_50\sentence_029__father_like_car_good.mp4,86,178,87,177,29.99,92
sentence_029,3,car,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_word_segments_50\car\sentence_029_w03_car.mp4,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_videos_50\sentence_029__father_like_car_good.mp4,178,259,179,258,29.99,81
sentence_029,4,good,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_word_segments_50\good\sentence_029_w04_good.mp4,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_videos_50\sentence_029__father_like_car_good.mp4,259,312,260,312,29.99,53
sentence_030,1,mother,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_word_segments_50\mother\sentence_030_w01_mother.mp4,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_videos_50\sentence_030__mother_like_car_good.mp4,0,83,0,82,28.73,83
sentence_030,2,like,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_word_segments_50\like\sentence_030_w02_like.mp4,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_videos_50\sentence_030__mother_like_car_good.mp4,83,163,84,162,28.73,80
sentence_030,3,car,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_word_segments_50\car\sentence_030_w03_car.mp4,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_videos_50\sentence_030__mother_like_car_good.mp4,163,270,164,269,28.73,107
sentence_030,4,good,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_word_segments_50\good\sentence_030_w04_good.mp4,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_videos_50\sentence_030__mother_like_car_good.mp4,270,305,271,305,28.73,35
sentence_031,1,i,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_word_segments_50\i\sentence_031_w01_i.mp4,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_videos_50\sentence_031__i_see_dog_bad.mp4,0,24,0,23,26.24,24
sentence_031,2,see,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_word_segments_50\see\sentence_031_w02_see.mp4,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_videos_50\sentence_031__i_see_dog_bad.mp4,24,96,25,95,26.24,72
sentence_031,3,dog,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_word_segments_50\dog\sentence_031_w03_dog.mp4,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_videos_50\sentence_031__i_see_dog_bad.mp4,96,160,97,159,26.24,64
sentence_031,4,bad,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_word_segments_50\bad\sentence_031_w04_bad.mp4,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_videos_50\sentence_031__i_see_dog_bad.mp4,160,227,161,227,26.24,67
sentence_032,1,you,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_word_segments_50\you\sentence_032_w01_you.mp4,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_videos_50\sentence_032__you_see_dog_bad.mp4,0,75,0,74,28.73,75
sentence_032,2,see,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_word_segments_50\see\sentence_032_w02_see.mp4,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_videos_50\sentence_032__you_see_dog_bad.mp4,75,105,76,104,28.73,30
sentence_032,3,dog,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_word_segments_50\dog\sentence_032_w03_dog.mp4,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_videos_50\sentence_032__you_see_dog_bad.mp4,105,211,106,210,28.73,106
sentence_032,4,bad,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_word_segments_50\bad\sentence_032_w04_bad.mp4,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_videos_50\sentence_032__you_see_dog_bad.mp4,211,283,212,283,28.73,72
sentence_033,1,teacher,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_word_segments_50\teacher\sentence_033_w01_teacher.mp4,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_videos_50\sentence_033__teacher_see_dog_good.mp4,0,51,0,50,29.97,51
sentence_033,2,see,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_word_segments_50\see\sentence_033_w02_see.mp4,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_videos_50\sentence_033__teacher_see_dog_good.mp4,51,81,52,80,29.97,30
sentence_033,3,dog,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_word_segments_50\dog\sentence_033_w03_dog.mp4,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_videos_50\sentence_033__teacher_see_dog_good.mp4,81,187,82,186,29.97,106
sentence_033,4,good,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_word_segments_50\good\sentence_033_w04_good.mp4,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_videos_50\sentence_033__teacher_see_dog_good.mp4,187,222,188,222,29.97,35
sentence_034,1,student,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_word_segments_50\student\sentence_034_w01_student.mp4,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_videos_50\sentence_034__student_see_car_bad.mp4,0,88,0,87,27.49,88
sentence_034,2,see,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_word_segments_50\see\sentence_034_w02_see.mp4,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_videos_50\sentence_034__student_see_car_bad.mp4,88,162,89,161,27.49,74
sentence_034,3,car,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_word_segments_50\car\sentence_034_w03_car.mp4,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_videos_50\sentence_034__student_see_car_bad.mp4,162,269,163,268,27.49,107
sentence_034,4,bad,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_word_segments_50\bad\sentence_034_w04_bad.mp4,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_videos_50\sentence_034__student_see_car_bad.mp4,269,317,270,317,27.49,48
sentence_035,1,mother,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_word_segments_50\mother\sentence_035_w01_mother.mp4,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_videos_50\sentence_035__mother_see_book_good.mp4,0,72,0,71,27.49,72
sentence_035,2,see,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_word_segments_50\see\sentence_035_w02_see.mp4,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_videos_50\sentence_035__mother_see_book_good.mp4,72,144,73,143,27.49,72
sentence_035,3,book,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_word_segments_50\book\sentence_035_w03_book.mp4,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_videos_50\sentence_035__mother_see_book_good.mp4,144,267,145,266,27.49,123
sentence_035,4,good,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_word_segments_50\good\sentence_035_w04_good.mp4,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_videos_50\sentence_035__mother_see_book_good.mp4,267,336,268,336,27.49,69
sentence_036,1,father,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_word_segments_50\father\sentence_036_w01_father.mp4,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_videos_50\sentence_036__father_see_dog_bad.mp4,0,86,0,85,28.74,86
sentence_036,2,see,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_word_segments_50\see\sentence_036_w02_see.mp4,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_videos_50\sentence_036__father_see_dog_bad.mp4,86,160,87,159,28.74,74
sentence_036,3,dog,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_word_segments_50\dog\sentence_036_w03_dog.mp4,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_videos_50\sentence_036__father_see_dog_bad.mp4,160,224,161,223,28.74,64
sentence_036,4,bad,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_word_segments_50\bad\sentence_036_w04_bad.mp4,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_videos_50\sentence_036__father_see_dog_bad.mp4,224,304,225,304,28.74,80
sentence_037,1,teacher,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_word_segments_50\teacher\sentence_037_w01_teacher.mp4,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_videos_50\sentence_037__teacher_happy.mp4,0,51,0,50,29.97,51
sentence_037,2,happy,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_word_segments_50\happy\sentence_037_w02_happy.mp4,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_videos_50\sentence_037__teacher_happy.mp4,51,107,52,107,29.97,56
sentence_038,1,student,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_word_segments_50\student\sentence_038_w01_student.mp4,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_videos_50\sentence_038__student_tired.mp4,0,51,0,50,27.49,51
sentence_038,2,tired,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_word_segments_50\tired\sentence_038_w02_tired.mp4,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_videos_50\sentence_038__student_tired.mp4,51,139,52,139,27.49,88
sentence_039,1,mother,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_word_segments_50\mother\sentence_039_w01_mother.mp4,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_videos_50\sentence_039__mother_happy.mp4,0,92,0,91,29.99,92
sentence_039,2,happy,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_word_segments_50\happy\sentence_039_w02_happy.mp4,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_videos_50\sentence_039__mother_happy.mp4,92,175,93,175,29.99,83
sentence_040,1,father,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_word_segments_50\father\sentence_040_w01_father.mp4,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_videos_50\sentence_040__father_tired.mp4,0,80,0,79,29.97,80
sentence_040,2,tired,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_word_segments_50\tired\sentence_040_w02_tired.mp4,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_videos_50\sentence_040__father_tired.mp4,80,166,81,166,29.97,86
sentence_041,1,you,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_word_segments_50\you\sentence_041_w01_you.mp4,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_videos_50\sentence_041__you_tired.mp4,0,106,0,105,29.97,106
sentence_041,2,tired,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_word_segments_50\tired\sentence_041_w02_tired.mp4,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_videos_50\sentence_041__you_tired.mp4,106,206,107,206,29.97,100
sentence_042,1,i,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_word_segments_50\i\sentence_042_w01_i.mp4,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_videos_50\sentence_042__i_happy.mp4,0,54,0,53,27.49,54
sentence_042,2,happy,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_word_segments_50\happy\sentence_042_w02_happy.mp4,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_videos_50\sentence_042__i_happy.mp4,54,149,55,149,27.49,95
sentence_043,1,teacher,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_word_segments_50\teacher\sentence_043_w01_teacher.mp4,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_videos_50\sentence_043__teacher_sad.mp4,0,107,0,106,26.97,107
sentence_043,2,sad,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_word_segments_50\sad\sentence_043_w02_sad.mp4,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_videos_50\sentence_043__teacher_sad.mp4,107,144,108,144,26.97,37
sentence_044,1,student,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_word_segments_50\student\sentence_044_w01_student.mp4,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_videos_50\sentence_044__student_happy.mp4,0,70,0,69,29.97,70
sentence_044,2,happy,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_word_segments_50\happy\sentence_044_w02_happy.mp4,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_videos_50\sentence_044__student_happy.mp4,70,136,71,136,29.97,66
sentence_045,1,mother,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_word_segments_50\mother\sentence_045_w01_mother.mp4,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_videos_50\sentence_045__mother_sad.mp4,0,82,0,81,29.97,82
sentence_045,2,sad,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_word_segments_50\sad\sentence_045_w02_sad.mp4,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_videos_50\sentence_045__mother_sad.mp4,82,159,83,159,29.97,77
sentence_046,1,father,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_word_segments_50\father\sentence_046_w01_father.mp4,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_videos_50\sentence_046__father_happy.mp4,0,80,0,79,29.97,80
sentence_046,2,happy,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_word_segments_50\happy\sentence_046_w02_happy.mp4,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_videos_50\sentence_046__father_happy.mp4,80,137,81,137,29.97,57
sentence_047,1,teacher,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_word_segments_50\teacher\sentence_047_w01_teacher.mp4,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_videos_50\sentence_047__teacher_happy_student_tired.mp4,0,54,0,53,28.73,54
sentence_047,2,happy,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_word_segments_50\happy\sentence_047_w02_happy.mp4,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_videos_50\sentence_047__teacher_happy_student_tired.mp4,54,146,55,145,28.73,92
sentence_047,3,student,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_word_segments_50\student\sentence_047_w03_student.mp4,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_videos_50\sentence_047__teacher_happy_student_tired.mp4,146,223,147,222,28.73,77
sentence_047,4,tired,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_word_segments_50\tired\sentence_047_w04_tired.mp4,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_videos_50\sentence_047__teacher_happy_student_tired.mp4,223,319,224,319,28.73,96
sentence_048,1,mother,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_word_segments_50\mother\sentence_048_w01_mother.mp4,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_videos_50\sentence_048__mother_happy_father_tired.mp4,0,54,0,53,27.49,54
sentence_048,2,happy,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_word_segments_50\happy\sentence_048_w02_happy.mp4,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_videos_50\sentence_048__mother_happy_father_tired.mp4,54,130,55,129,27.49,76
sentence_048,3,father,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_word_segments_50\father\sentence_048_w03_father.mp4,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_videos_50\sentence_048__mother_happy_father_tired.mp4,130,160,131,159,27.49,30
sentence_048,4,tired,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_word_segments_50\tired\sentence_048_w04_tired.mp4,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_videos_50\sentence_048__mother_happy_father_tired.mp4,160,226,161,226,27.49,66
sentence_049,1,teacher,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_word_segments_50\teacher\sentence_049_w01_teacher.mp4,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_videos_50\sentence_049__teacher_sad_student_happy.mp4,0,99,0,98,28.74,99
sentence_049,2,sad,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_word_segments_50\sad\sentence_049_w02_sad.mp4,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_videos_50\sentence_049__teacher_sad_student_happy.mp4,99,161,100,160,28.74,62
sentence_049,3,student,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_word_segments_50\student\sentence_049_w03_student.mp4,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_videos_50\sentence_049__teacher_sad_student_happy.mp4,161,230,162,229,28.74,69
sentence_049,4,happy,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_word_segments_50\happy\sentence_049_w04_happy.mp4,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_videos_50\sentence_049__teacher_sad_student_happy.mp4,230,321,231,321,28.74,91
sentence_050,1,mother,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_word_segments_50\mother\sentence_050_w01_mother.mp4,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_videos_50\sentence_050__mother_tired_student_happy.mp4,0,62,0,61,28.73,62
sentence_050,2,tired,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_word_segments_50\tired\sentence_050_w02_tired.mp4,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_videos_50\sentence_050__mother_tired_student_happy.mp4,62,163,63,162,28.73,101
sentence_050,3,student,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_word_segments_50\student\sentence_050_w03_student.mp4,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_videos_50\sentence_050__mother_tired_student_happy.mp4,163,215,164,214,28.73,52
sentence_050,4,happy,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_word_segments_50\happy\sentence_050_w04_happy.mp4,C:\Users\qqq02\Desktop\99_docs_analysis\00_sentence_videos_50\sentence_050__mother_tired_student_happy.mp4,215,290,216,290,28.73,75
